DATAFLOW,LAST UPDATE,freq,unit,tra_mode,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,AT,2021,29.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2005,12.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2006,13.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2007,13.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2008,13.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2009,11.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2010,12.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2011,12.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2012,11.4,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2013,11.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2014,11.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2015,11.2,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2016,11.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2017,10.7,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2018,12.3,be
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2019,12.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2020,11.6,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BE,2021,11.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2005,22.3,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2006,23.3,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2007,23.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2008,21.7,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2009,18.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2010,17.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2011,19.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2012,16.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2013,16.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2014,18.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2015,17.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2016,17.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2017,18.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2018,19.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2019,21.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2020,20.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,BG,2021,19.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2005,33.6,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2006,34.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2007,35.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2008,35.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2009,33.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2010,33.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2011,35.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2012,34.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2013,36.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2014,36.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2015,37.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2016,37.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2017,34.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2018,34.7,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2019,34.3,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2020,32.5,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CH,2021,33.6,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2005,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2006,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2007,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2008,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2009,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2010,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2011,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2012,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2013,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2014,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2015,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2016,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2017,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2018,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2019,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2020,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CY,2021,,z
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2005,31.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2006,31.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2007,32.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2008,32.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2009,30.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2010,30.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2011,30.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2012,30.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2013,28.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2014,28.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2015,26.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2016,26.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2017,26.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2018,27.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2019,26.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2020,22.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,CZ,2021,22.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2005,18.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2006,18.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2007,19.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2008,19.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2009,17.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2010,18.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2011,19.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2012,19.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2013,19.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2014,18.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2015,19.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2016,20.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2017,18.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2018,18.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2019,18.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2020,17.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DE,2021,19.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2005,10.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2006,9.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2007,8.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2008,9.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2009,9.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2010,11.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2011,12.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2012,10.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2013,11.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2014,11.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2015,12.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2016,11.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2017,11.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2018,11.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2019,11.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2020,10.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,DK,2021,8.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2005,80.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2006,78.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2007,74.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2008,68.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2009,74.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2010,75.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2011,71.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2012,66.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2013,64.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2014,55.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2015,52.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2016,42.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2017,44.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2018,46.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2019,42.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2020,38.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EE,2021,40.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2005,2.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2006,2.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2007,3.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2008,2.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2009,2.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2010,2.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2011,1.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2012,1.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2013,1.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2014,1.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2015,1.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2016,1.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2017,1.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2018,2.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2019,2.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2020,3.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EL,2021,2.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2005,5.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2006,5.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2007,4.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2008,4.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2009,4.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2010,4.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2011,5.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2012,5.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2013,5.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2014,5.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2015,5.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2016,5.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2017,5.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2018,5.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2019,4.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2020,4.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,ES,2021,4.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2005,18.5,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2006,18.9,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2007,18.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2008,18.7,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2009,17.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2010,18.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2011,19.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2012,19.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2013,18.7,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2014,18.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2015,18.9,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2016,18.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2017,18.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2018,18.6,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2019,17.7,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2020,16.8,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU27_2020,2021,17.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2005,17.9,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2006,18.2,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2007,18.2,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2008,18.1,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2009,16.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2010,17.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2011,18.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2012,18.5,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2013,18.3,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2014,18.4,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2015,18.3,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2016,18.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2017,17.5,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2018,17.9,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,EU28,2019,17.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2005,25.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2006,29.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2007,27.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2008,27.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2009,25.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2010,26.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2011,27.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2012,28.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2013,30.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2014,30.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2015,27.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2016,26.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2017,27.3,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2018,29.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2019,26.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2020,25.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FI,2021,26.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2005,11.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2006,11.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2007,11.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2008,11.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2009,10.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2010,9.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2011,10.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2012,10.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2013,10.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2014,10.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2015,12.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2016,11.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2017,11.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2018,10.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2019,10.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2020,9.9,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,FR,2021,10.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2005,20.0,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2006,21.9,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2007,22.9,e
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2008,22.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2009,22.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2010,22.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2011,22.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2012,22.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2013,19.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2014,20.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2015,19.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2016,19.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2017,20.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2018,21.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2019,22.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2020,24.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HR,2021,23.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2005,27.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2006,28.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2007,26.2,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2008,25.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2009,24.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2010,27.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2011,28.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2012,29.8,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2013,30.7,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2014,31.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2015,29.5,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2016,28.6,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2017,32.4,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2018,27.0,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2019,26.3,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2020,29.1,
ESTAT:SDG_09_60(1.0),15/03/23 11:00:00,A,PC,RAIL,HU,2021,26.4,
